instance_date,area_name_en,project_en,property_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,transaction_number
2026-04-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,6087888,102-38323-2026
2026-04-21,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,3781921,102-38335-2026
2026-04-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3470888,102-38360-2026
2026-04-21,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1084351,102-38363-2026
2026-04-21,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1121888,102-38406-2026
2026-04-21,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1112888,102-38410-2026
2026-04-21,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1956888,102-38416-2026
2026-04-21,DUBAI CREEK HARBOUR,Albero,Apartment,1 B/R,Off-Plan,71.96,1932888,102-38510-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2198888,102-38537-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3501888,102-38540-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.86,3762888,102-38545-2026
2026-04-22,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.4,1703888,102-38548-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,3881888,102-38561-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.62,1978888,102-38563-2026
2026-04-22,DUBAI CREEK HARBOUR,Montiva,Apartment,2 B/R,Off-Plan,163.36,3240888,102-38573-2026
2026-04-22,EMAAR SOUTH,Golf Hills,Apartment,1 B/R,Off-Plan,62.81,880888,102-38592-2026
2026-04-22,DUBAI CREEK HARBOUR,Altan,Apartment,1 B/R,Off-Plan,71.34,1866888,102-38597-2026
2026-04-22,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,99.38,1502888,102-38606-2026
2026-04-22,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,92.03,1596888,102-38629-2026
2026-04-22,DUBAI CREEK HARBOUR,The Cove ll,Apartment,1 B/R,Off-Plan,68.58,1600000,102-38699-2026
2026-04-22,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,92.03,1593888,102-38706-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2062888,102-38721-2026
2026-04-22,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,133.78,3058888,102-38722-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2090888,102-38725-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3421888,102-38727-2026
2026-04-22,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1086291,102-38732-2026
2026-04-22,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1935888,102-38765-2026
2026-04-23,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1886888,102-38944-2026
2026-04-23,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,69.99,2179888,102-38946-2026
2026-04-23,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3390888,102-38947-2026
2026-04-23,DUBAI CREEK HARBOUR,The Cove ll,Apartment,2 B/R,Off-Plan,103.21,2850000,102-39010-2026
2026-04-23,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,91.9,2071888,102-39021-2026
2026-04-23,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,63.14,1147888,102-39022-2026
2026-04-23,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.6,1421888,102-39157-2026
2026-04-23,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1108888,102-39159-2026
2026-04-23,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.72,2061888,102-39160-2026
2026-04-23,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1123888,102-39169-2026
2026-04-23,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1123888,102-39177-2026
2026-04-23,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1110888,102-39208-2026
2026-04-23,EMAAR SOUTH,Golf Point,Apartment,1 B/R,Off-Plan,62.69,1054888,102-39366-2026
2026-04-24,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1090630,102-39435-2026
2026-04-24,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.62,1574888,102-39440-2026
2026-04-24,DUBAI CREEK HARBOUR,Oria,Apartment,2 B/R,Off-Plan,118.26,2803888,102-39536-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3346888,102-39633-2026
2026-04-24,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,100.05,1638888,102-39634-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Waters,Apartment,2 B/R,Off-Plan,105.41,2850000,102-39635-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,116.07,4114888,102-39636-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2162888,102-39637-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2138888,102-39640-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2108888,102-39644-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,115.28,3778888,102-39645-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.87,3905888,102-39970-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.7,6113402,102-39971-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.78,4425888,102-39973-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1804888,102-39975-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.86,3591888,102-39976-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.3,1877888,102-39979-2026
2026-04-27,EMAAR SOUTH,Golf Hills,Apartment,1 B/R,Off-Plan,62.81,1122888,102-39994-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1890888,102-40049-2026
2026-04-28,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,1 B/R,Off-Plan,70.32,1700000,102-40152-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.78,4319272,102-40174-2026
2026-04-27,DUBAI CREEK HARBOUR,Albero,Apartment,2 B/R,Off-Plan,135.02,3286888,102-40182-2026
2026-04-27,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1179888,102-40189-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.86,3819888,102-40281-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.58,1595888,102-40283-2026
2026-04-28,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,98.87,1782888,102-40287-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1134888,102-40292-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1123888,102-40384-2026
2026-04-28,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3358888,102-40400-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1104888,102-40431-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.72,2037309,102-40432-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.58,1604888,102-40433-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.58,1601888,102-40434-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1119888,102-40460-2026
2026-04-28,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.58,1591888,102-40466-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.62,1377575,102-40570-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.62,1414888,102-40576-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1101888,102-40578-2026
2026-04-29,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,2 B/R,Off-Plan,105.55,2659888,102-40580-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.58,1607888,102-40623-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,100.05,1644888,102-40648-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.93,1626888,102-40652-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.4,1693888,102-40690-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1114888,102-40721-2026
2026-04-29,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1452888,102-40725-2026
2026-04-29,DUBAI CREEK HARBOUR,Creek Waters,Apartment,3 B/R,Off-Plan,171.52,4243888,102-40801-2026
2026-04-30,DUBAI CREEK HARBOUR,Creek Waters,Apartment,3 B/R,Off-Plan,148.53,3500000,102-40987-2026
2026-04-30,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.44,1164888,102-41145-2026
2026-04-02,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,1 B/R,Ready,94.83,2125000,11-12422-2026
2026-04-02,DUBAI CREEK HARBOUR,Creek Beach - Summer,Apartment,1 B/R,Ready,62.14,1670000,11-12465-2026
2026-04-02,DUBAI CREEK HARBOUR,Creek Gate,Apartment,3 B/R,Ready,137.49,3450000,11-12489-2026
2026-04-02,DUBAI CREEK HARBOUR,17 ICON BAY,Apartment,2 B/R,Ready,105.16,2100000,11-12502-2026
2026-04-06,EMAAR SOUTH,Greenview,Villa,4 B/R,Ready,318.47,3600000,11-12529-2026
2026-04-03,DUBAI CREEK HARBOUR,Creek Beach - Breeze,Apartment,2 B/R,Ready,100.03,2600000,11-12598-2026
2026-04-03,EMAAR SOUTH,Golf Views,Apartment,1 B/R,Ready,60.26,1240000,11-12599-2026
2026-04-03,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,3 B/R,Ready,174.63,4500000,11-12642-2026
2026-04-06,EMAAR SOUTH,URBANA,Apartment,2 B/R,Ready,158.89,1825000,11-12691-2026
2026-04-06,DUBAI CREEK HARBOUR,Island Park I,Apartment,2 B/R,Ready,101.12,2600000,11-12697-2026
2026-04-06,DUBAI CREEK HARBOUR,Creek Beach - Breeze,Apartment,2 B/R,Ready,94.83,2850000,11-12701-2026
2026-04-06,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,1 B/R,Ready,59.83,1780000,11-12703-2026
2026-04-06,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,3 B/R,Ready,207.32,4168357,11-12754-2026
2026-04-07,DUBAI CREEK HARBOUR,CREEK HORIZON,Apartment,2 B/R,Ready,104.71,2300000,11-12863-2026
2026-04-08,EMAAR SOUTH,URBANA III,Apartment,3 B/R,Ready,221.68,2235000,11-12892-2026
2026-04-07,DUBAI CREEK HARBOUR,Creek Palace,Apartment,2 B/R,Ready,97.73,3225000,11-12902-2026
2026-04-08,DUBAI CREEK HARBOUR,17 ICON BAY,Apartment,2 B/R,Ready,100.07,2230000,11-12995-2026
2026-04-08,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,3 B/R,Ready,199.71,4200000,11-12999-2026
2026-04-08,EMAAR SOUTH,Parkside 3,Villa,3 B/R,Ready,141.05,2300000,11-13004-2026
2026-04-09,DUBAI CREEK HARBOUR,The Cove,Apartment,2 B/R,Ready,112.08,2950000,11-13040-2026
2026-04-09,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,1 B/R,Ready,63.41,1650000,11-13107-2026
2026-04-09,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,2 B/R,Ready,126.65,3500000,11-13109-2026
2026-04-09,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,1 B/R,Ready,65.88,1700000,11-13112-2026
2026-04-09,EMAAR SOUTH,Parkside,Villa,3 B/R,Ready,130.37,2000000,11-13133-2026
2026-04-09,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,1 B/R,Ready,76.9,1600000,11-13144-2026
2026-04-09,EMAAR SOUTH,Parkside,Villa,3 B/R,Ready,129.9,2400000,11-13154-2026
2026-04-10,EMAAR SOUTH,Parkside 2,Villa,3 B/R,Ready,137.76,2525000,11-13179-2026
2026-04-10,DUBAI CREEK HARBOUR,17 ICON BAY,Apartment,2 B/R,Ready,100.27,2150000,11-13185-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Gate,Apartment,2 B/R,Ready,97.1,2550000,11-13192-2026
2026-04-10,DUBAI CREEK HARBOUR,CREEK CRESCENT,Apartment,1 B/R,Ready,61.68,1450000,11-13228-2026
2026-04-13,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,138.35,2970000,11-13314-2026
2026-04-13,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,144.62,3750000,11-13316-2026
2026-04-13,DUBAI CREEK HARBOUR,The Grand,Apartment,3 B/R,Ready,169.9,4300000,11-13320-2026
2026-04-13,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,2 B/R,Ready,109.61,2500000,11-13325-2026
2026-04-13,DUBAI CREEK HARBOUR,CREEK EDGE,Apartment,1 B/R,Ready,75.24,1835000,11-13344-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,2 B/R,Ready,100.27,2100000,11-13355-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,98,2580000,11-13405-2026
2026-04-14,DUBAI CREEK HARBOUR,The Cove,Apartment,3 B/R,Ready,173.78,4400000,11-13419-2026
2026-04-14,DUBAI CREEK HARBOUR,The Grand,Apartment,1 B/R,Ready,73.5,2080000,11-13448-2026
2026-04-14,DUBAI CREEK HARBOUR,The Grand,Apartment,3 B/R,Ready,170.94,5200000,11-13449-2026
2026-04-14,EMAAR SOUTH,Golf Views,Apartment,2 B/R,Ready,92.05,1460000,11-13490-2026
2026-04-15,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,4 B/R,Ready,311.25,10000000,11-13547-2026
2026-04-15,EMAAR SOUTH,Parkside,Villa,3 B/R,Ready,147.61,2000000,11-13560-2026
2026-04-15,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,121.93,3200000,11-13568-2026
2026-04-15,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,2 B/R,Ready,149.22,3230000,11-13580-2026
2026-04-16,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,115.16,4050000,11-13723-2026
2026-04-16,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,1 B/R,Ready,65.89,1750000,11-13759-2026
2026-04-16,EMAAR SOUTH,Parkside,Villa,4 B/R,Ready,236.71,2925000,11-13787-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,1 B/R,Ready,61.67,1350000,11-13789-2026
2026-04-17,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,116.69,2400000,11-13871-2026
2026-04-17,DUBAI CREEK HARBOUR,Creek Palace,Apartment,1 B/R,Ready,59.63,1800000,11-13923-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,2 B/R,Ready,96.87,2430000,11-13951-2026
2026-04-20,EMAAR SOUTH,Greenview 2,Villa,4 B/R,Ready,317.7,3450000,11-13978-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Beach - Surf,Apartment,1 B/R,Ready,63.74,1675000,11-13980-2026
2026-04-20,EMAAR SOUTH,Greenview 3,Villa,3 B/R,Ready,137.76,2200000,11-13989-2026
2026-04-20,EMAAR SOUTH,Golf Views,Apartment,2 B/R,Ready,92.24,1450000,11-14013-2026
2026-04-21,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,1 B/R,Ready,66.37,1600000,11-14073-2026
2026-04-21,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,1 B/R,Ready,100.03,1685000,11-14108-2026
2026-04-21,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,95.02,2200000,11-14151-2026
2026-04-21,EMAAR SOUTH,Parkside 3,Villa,3 B/R,Ready,139.07,2315000,11-14152-2026
2026-04-22,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,3 B/R,Ready,150.25,3200000,11-14188-2026
2026-04-22,EMAAR SOUTH,Parkside,Villa,4 B/R,Ready,248.11,3100000,11-14253-2026
2026-04-23,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,3 B/R,Ready,159.7,3900000,11-14293-2026
2026-04-23,DUBAI CREEK HARBOUR,Creek Palace,Apartment,1 B/R,Ready,59.63,2100000,11-14347-2026
2026-04-23,DUBAI CREEK HARBOUR,The Grand,Apartment,1 B/R,Ready,74.78,2650000,11-14352-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Beach - Bayshore,Apartment,2 B/R,Ready,93.53,2000000,11-14369-2026
2026-04-24,DUBAI CREEK HARBOUR,CREEK EDGE,Apartment,2 B/R,Ready,99.11,2500000,11-14414-2026
2026-04-24,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,3 B/R,Ready,214.56,4300000,11-14476-2026
2026-04-24,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,120.13,3500000,11-14507-2026
2026-04-27,DUBAI CREEK HARBOUR,Creek Beach - Bayshore,Apartment,1 B/R,Ready,64.79,1850000,11-14559-2026
2026-04-27,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,104.33,2800000,11-14589-2026
2026-04-27,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,106.01,2600000,11-14636-2026
2026-04-29,DUBAI CREEK HARBOUR,Creek Beach - VIDA Residences,Apartment,2 B/R,Ready,105.94,2965000,11-14791-2026
2026-04-29,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,1 B/R,Ready,59.66,1810000,11-14795-2026
2026-04-29,DUBAI CREEK HARBOUR,Creek Beach - Surf,Apartment,2 B/R,Ready,92.52,2400000,11-14824-2026
2026-04-29,EMAAR SOUTH,Parkside,Villa,4 B/R,Ready,229.28,2925000,11-14831-2026
2026-04-30,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,98,3150000,11-14936-2026
2026-04-30,DUBAI CREEK HARBOUR,Creek Palace,Apartment,2 B/R,Ready,104.51,1100000,11-14945-2026
2026-04-30,DUBAI CREEK HARBOUR,Island Park II,Apartment,1 B/R,Ready,67.79,1725000,11-14951-2026
2026-04-30,EMAAR SOUTH,Parkside 3,Villa,4 B/R,Ready,256.84,2700000,11-14962-2026
2026-04-30,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,2 B/R,Ready,131.6,2700000,11-14975-2026
2026-04-30,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,123.03,3050000,11-14985-2026
2026-04-01,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,1 B/R,Ready,59.66,1900000,41-5405-2026
2026-04-02,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,3 B/R,Ready,152.26,3650000,41-5506-2026
2026-04-03,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,1 B/R,Ready,66.63,1750888.88,41-5569-2026
2026-04-07,EMAAR SOUTH,Greenview 2,Villa,3 B/R,Ready,144.32,2590000,41-5684-2026
2026-04-09,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,95.49,2603888,41-5844-2026
2026-04-10,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,102.43,2850000,41-5899-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,2 B/R,Ready,121.05,3250000,41-6033-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,3 B/R,Ready,165.76,4750000,41-6174-2026
2026-04-16,DUBAI CREEK HARBOUR,Palace Residences - Dubai Creek Harbour,Apartment,1 B/R,Ready,65.22,2000000,41-6178-2026
2026-04-27,EMAAR SOUTH,Greenview 2,Villa,3 B/R,Ready,155.74,2654888,41-6580-2026
2026-04-29,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,3 B/R,Ready,149.88,4489888,41-6663-2026
2026-04-30,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,80.7,1227888,102-41323-2026
2026-05-01,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1432888,102-41328-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1883888,102-41356-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1865888,102-41358-2026
2026-05-01,DUBAI CREEK HARBOUR,The Cove ll,Apartment,2 B/R,Off-Plan,106.38,2600000,102-41360-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,69.99,2152888,102-41362-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.69,2033888,102-41365-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.62,1956888,102-41368-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.7,6157654,102-41371-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.78,4433888,102-41372-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,3 B/R,Off-Plan,171.72,3881900,102-41377-2026
2026-05-01,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.58,1582888,102-41410-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1978888,102-41429-2026
2026-05-01,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,3957888,102-41434-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1923888,102-41439-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2178888,102-41446-2026
2026-05-01,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.62,1577888,102-41448-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1951888,102-41451-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1907888,102-41453-2026
2026-05-01,DUBAI CREEK HARBOUR,Albero,Apartment,3 B/R,Off-Plan,171.7,4323888,102-41455-2026
2026-05-01,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1596888,102-41457-2026
2026-05-01,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.4,1700888,102-41490-2026
2026-05-01,EMAAR SOUTH,Golf Meadow,Apartment,1 B/R,Off-Plan,67.02,1428888,102-41515-2026
2026-05-01,EMAAR SOUTH,Golf Hills,Apartment,1 B/R,Off-Plan,62.7,1118888,102-41517-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.3,1880888,102-41525-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,69.99,2148888,102-41526-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1938888,102-41527-2026
2026-05-01,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.46,1216888,102-41555-2026
2026-05-01,EMAAR SOUTH,Grove Ridge,Apartment,1 B/R,Off-Plan,73.26,1272910,102-41558-2026
2026-05-01,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2035921,102-41561-2026
2026-05-01,EMAAR SOUTH,Grove Ridge,Apartment,1 B/R,Off-Plan,74.48,1268990,102-41589-2026
2026-05-04,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1099888,102-41732-2026
2026-05-04,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1092590,102-41737-2026
2026-05-04,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1099888,102-41741-2026
2026-05-04,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1168888,102-41760-2026
2026-05-04,DUBAI CREEK HARBOUR,The Cove ll,Apartment,2 B/R,Off-Plan,105.81,2475000,102-41790-2026
2026-05-04,DUBAI CREEK HARBOUR,Address Residences l Dubai Creek Harbour,Apartment,1 B/R,Off-Plan,73.63,2092749,102-41869-2026
2026-05-05,EMAAR SOUTH,Grove Ridge,Apartment,1 B/R,Off-Plan,76.68,1364888,102-42067-2026
2026-05-05,EMAAR SOUTH,Grove Ridge,Apartment,1 B/R,Off-Plan,73.26,1275888,102-42069-2026
2026-05-05,EMAAR SOUTH,Golf Vale,Apartment,3 B/R,Off-Plan,160.18,3386888,102-42086-2026
2026-05-05,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1924888,102-42088-2026
2026-05-05,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1853888,102-42090-2026
2026-05-05,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1175888,102-42094-2026
2026-05-05,DUBAI CREEK HARBOUR,The Cove ll,Apartment,1 B/R,Off-Plan,71.62,1750000,102-42097-2026
